file	path	sfillers	sentence
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	phlogisticated/A	In the second case , no inflammable air is produced , the common air is not phlogisticated , and consequently the alkali remains caustic * .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	form/V	This experiment also proves that metallic calces attract fixed air more strongly than alkalies attract it ; for the calces of zinc are known to contain fixed air , and yet alkalies digested with them remain caustic ; and this accounts for the slight turbidity of lime - water when metals are calcined over it ; for as soon as the phlogiston is disengaged from the metal , and before it has absorbed the whole quantity of fire requisite to throw it into the form of inflammable air , it meets with the dephlogisticated part of the common air on the surface of the metal , and there forms fixed air , which is instantly absorbed by the calx with which it is in contact , so that it is not to be wondered that it does not unite to the lime from which it is distant .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	remain/V	That the common air should remain undiminished is easily explained in my system , because fixed air is formed , which , on this occasion , must remain unabsorbed , at least for a long time , as there is nothing at hand that can immediately receive it ; and hence , if water be admitted soon after the mixture of both airs , the diminution will be nearly the same as if the mixture had been originally made over water , though not exactly the same ; because the nitrous air , produced by the union of the newly formed nitrous acid with the mercury , is not entirely absorbable by water .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	absorbable/A	That the common air should remain undiminished is easily explained in my system , because fixed air is formed , which , on this occasion , must remain unabsorbed , at least for a long time , as there is nothing at hand that can immediately receive it ; and hence , if water be admitted soon after the mixture of both airs , the diminution will be nearly the same as if the mixture had been originally made over water , though not exactly the same ; because the nitrous air , produced by the union of the newly formed nitrous acid with the mercury , is not entirely absorbable by water .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	proceed/V	Here Mr. CAVENDISH says , the fixed air proceeds either from some dirt in the tube ; a supposition , which , being neither necessary nor probable , is not admissible ; or else from some combustible matter in the lime ; but lime contains no combustible matter , except perhaps phlogiston , which can not produce fixed air but by uniting to the common air , according to my supposition ; but it is much more probable , that the diminution does not arise from any phlogiston in the lime , as it is exactly the same whether lime - water be used or not ; and the lime does not appear to be in the least altered , and in fact contains scarce any phlogiston .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	proceed/V	On this I remark , that Dr. PRIESTLEY did not indeed at first prepare this powder on purpose ; but he afterwards did so prepare it ( 4 PRIEST . p. 148 , 149 . ) and obtained a powder exactly of the same sort ; and it is certain that the fixed air found in it proceeded from the common air , both because metallic calces , not formed by amalgamation , will not unite with mercury , as is well known ; and because this calx can not be formed by agitation of the mercury and lead , in phlogisticated , inflammable , or any other air which is not respirable ; and the fixed air can not proceed from any impurity , as mercury will not unite in its running form to any other but metallic substances , which it always partially dephlogisticates , like other menstruums ( 3 Chy . Dijon , 425 . ) .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	proceed/V	On this I remark , that Dr. PRIESTLEY did not indeed at first prepare this powder on purpose ; but he afterwards did so prepare it ( 4 PRIEST . p. 148 , 149 . ) and obtained a powder exactly of the same sort ; and it is certain that the fixed air found in it proceeded from the common air , both because metallic calces , not formed by amalgamation , will not unite with mercury , as is well known ; and because this calx can not be formed by agitation of the mercury and lead , in phlogisticated , inflammable , or any other air which is not respirable ; and the fixed air can not proceed from any impurity , as mercury will not unite in its running form to any other but metallic substances , which it always partially dephlogisticates , like other menstruums ( 3 Chy . Dijon , 425 . ) .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	phlogiston/N	Mr. CAVENDISH is inclined to think , that pure inflammable air is not pure phlogiston , because it does not immediately unite with dephlogisticated air , when both airs are simply mixed with each other ; this reason seems to me of no moment , because I see several other substances , that have the strongest affinity to each other , refuse to unite suddenly , or even at all , through the very same cause that dephlogisticated and inflammable airs refuse to unite ; viz.
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	refuse/V	Mr. CAVENDISH is inclined to think , that pure inflammable air is not pure phlogiston , because it does not immediately unite with dephlogisticated air , when both airs are simply mixed with each other ; this reason seems to me of no moment , because I see several other substances , that have the strongest affinity to each other , refuse to unite suddenly , or even at all , through the very same cause that dephlogisticated and inflammable airs refuse to unite ; viz.
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	unite/V	on account of the specific fire which they contain , and must lose , before such union can take place : thus fixed air will never unite to dry lime , though they be kept ever so long together ; thus , if water be poured on the strongest oil of vitriol , they will remain several weeks in contact , without uniting , as I myself have experienced ; and yet , in both cases , the specific fire need be expelled only from one of the substances , and not from both : but after a long time they will unite ; so also will inflammable and dephlogisticated air , as Dr. PRIESTLEY has discovered since his last publication .
Royal_Society_Corpus_open_v6.0_text_106583_1784.txt	pa_nsubj	consist/V	That phlogisticated air should consist of supersaturated nitrous air , I think improbable , as it retains its phlogiston much more strongly than nitrous air , which , according to the general laws of affinities , it should not , if it contained an excess of phlogiston ; and as Dr. PRIESTLEY and Mr. FONTANA repeatedly assure us , they have converted it into common air , by washing it in water , in contact with the atmosphere .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	Now it must be observed , that as common air usually contains a little fixed air , which is no essential part of it , but is easily separated by lime water ; and as nitrous air may also contain fixed air , either if the metal from which it is procured be rusty , or if the water of the vessel in which it is caught contain calcareous earth , suspended by fixed air , as most waters do , it is proper first to free both airs from it by previously washing them with lime water ~ .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	Now it must be observed , that as common air usually contains a little fixed air , which is no essential part of it , but is easily separated by lime water ; and as nitrous air may also contain fixed air , either if the metal from which it is procured be rusty , or if the water of the vessel in which it is caught contain calcareous earth , suspended by fixed air , as most waters do , it is proper first to free both airs from it by previously washing them with lime water ~ .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	seem/V	Neither does any fixed air seem to be produced by the explosion of the inflammable air obtained from metals , with either common or dephlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	It appears , from this experiment , that nitrous air contains as much acid as 23 / 4 times its weight of saltpetre ; for fifty - two ounce measures of nitrous air weigh 32 grains , and , as was before said , yield as much acid as is contained in 871 / 2 grains of saltpetre ; so that the acid in nitrous air is in a remarkably concentrated state , and I believe more than 11 / 2 times as much so as the strongest spirit of nitre ever prepared .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	escape/V	In Dr. PRIESTLEY 'S last volume of experiments is related an experiment of Mr. WARLTIRE 'S , in which it is said that , on firing a mixture of common and inflammable air by electricity in a close copper vessel holding about three pints , a loss of weight was always perceived , on an average about two grains , though the vessel was stopped in such a manner that no air could escape by the explosion .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	deposit/V	It is also related , that on repeating the experiment in glass vessels , the inside of the glass , though clean and dry before , immediately became dewy ; which confirmed an opinion he had long entertained , that common air deposits its moisture by phlogistication .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	begin/V	In trying the experiment , the magazines being first filled with their respective airs , the glass cylinder was taken off , and water let , by the two holes , into the outer vessels , till the airs began to issue from the ends of the copper pipes ; they were then set on fire by a candle , and the cylinder put on again in its place .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	rush/V	As I was desirous to try the quantity and test of this burnt air , without letting any water into the globe , which would have prevented my examining the nature of the condensed matter , I took a larger globe , furnished also with a stop cock , exhausted it by an air - pump , and screwed it on upon the cock of the former globe ; upon which , by opening both cocks , the air rushed out of the smaller globe into the larger , till it became of equal density in both ; then , by shutting the cock of the larger globe , unscrewing it again from the former , and opening it under water , I was enabled to find the quantity of the burnt air in it ; and consequently , as the proportion which the contents of the two globes bore to each other was *
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	In all these experiments the proportion of inflammable air was such , that the burnt air was not much phlogisticated ; and it was observed , that the less phlogisticated it was , the more acid was the condensed liquor .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	I therefore made another experiment , with some more of the same air from plants , in which the proportion of inflammable air was greater , so that the burnt air was almost completely phlogisticated , its standard being 1 / 10 .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	The condensed liquor was then not at all acid , but seemed pure water : so that it appears , that with this kind of dephlogisticated air , the condensed liquor is not at all acid , when the two airs are mixed in such a proportion that the burnt air is almost completely phlogisticated , but is considerably so when it is not much phlogisticated .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	In the first , in which the burnt air was almost completely phlogisticated , the condensed liquor was not at all acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	In the second , in which its standard was 1,86 , that is , not much phlogisticated , it was considerably acid ; so that with this air , as well as with that from plants , the condensed liquor contains , or is entirely free from , acid , according as the burnt air is less or more phlogisticated ; and there can be little doubt but that the same rule obtains with any other kind of dephlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	In order to see whether the acid , formed by the explosion of dephlogisticated air obtained by means of the vitriolic acid , would also be of the nitrous kind , I procured some air from turbith mineral , and exploded it with inflammable air , the proportion being such that the burnt air was not much phlogisticated .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	experiment/N	There is no difference , however , in this respect between common air , and dephlogisticated air mixed with phlogisticated in such a proportion as to reduce it to the standard of common air ; for some dephlogisticated air from red precipitate , being reduced to this standard by the addition of perfectly phlogisticated air , and then exploded with the same proportion of inflammable air as the common air was in the foregoing experiment , the condensed liquor was not in the least acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	From the foregoing experiments it appears , that when a mixture of inflammable and dephlogisticated air is exploded in such proportion that the burnt air is not much phlogisticated , the condensed liquor contains a little acid , which is always of the nitrous kind , whatever substance the dephlogisticated air is procured from ; but if the proportion be such that the burnt air is almost entirely phlogisticated , the condensed liquor is not at all acid , but seems pure water , without any addition whatever ; and as , when they are mixed in that proportion , very little air remains after the explosion , almost the whole being condensed , it follows , that almost the whole of the inflammable and dephlogisticated air is converted into pure water .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	From the foregoing experiments it appears , that when a mixture of inflammable and dephlogisticated air is exploded in such proportion that the burnt air is not much phlogisticated , the condensed liquor contains a little acid , which is always of the nitrous kind , whatever substance the dephlogisticated air is procured from ; but if the proportion be such that the burnt air is almost entirely phlogisticated , the condensed liquor is not at all acid , but seems pure water , without any addition whatever ; and as , when they are mixed in that proportion , very little air remains after the explosion , almost the whole being condensed , it follows , that almost the whole of the inflammable and dephlogisticated air is converted into pure water .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	remain/V	From the foregoing experiments it appears , that when a mixture of inflammable and dephlogisticated air is exploded in such proportion that the burnt air is not much phlogisticated , the condensed liquor contains a little acid , which is always of the nitrous kind , whatever substance the dephlogisticated air is procured from ; but if the proportion be such that the burnt air is almost entirely phlogisticated , the condensed liquor is not at all acid , but seems pure water , without any addition whatever ; and as , when they are mixed in that proportion , very little air remains after the explosion , almost the whole being condensed , it follows , that almost the whole of the inflammable and dephlogisticated air is converted into pure water .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	bear/V	It is not easy , indeed , to determine from these experiments what proportion the burnt air , remaining after the explosions , bore to the dephlogisticated air employed , as neither the small nor the large globe could be perfectly exhausted of air , and there was no saying with exactness what quantity was left in them ; but in most of them , after allowing for this uncertainty , the true quantity of burnt air seemed not more than 1 / 17th of the dephlogisticated air employed , or 1 / 0th of the mixture .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	With respect to common air , and dephlogisticated air reduced by the addition of phlogisticated air to the standard of common air , the case is different ; as the liquor condensed in exploding them with inflammable air , I believe I may say in any proportion , is not at all acid ; perhaps , because if they are mixed in such a proportion as that the burnt air is not much phlogisticated , the explosion is too weak , and not accompanied with sufficient heat .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	appear/V	Before I enter into the cause of these phenomenon , it will be proper to take notice , that phlogisticated air appears to be nothing else than the nitrous acid united to phlogiston ; for when nitre is deflagrated with charcoal , the acid is almost entirely converted into this kind of air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	differ/V	As far as I can perceive too , at present , the air into which much the greatest part of the acid is converted , differs in no respect from common air phlogisticated .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	This being premised , there seem two ways by which the phenomenon of the acid found in the condensed liquor may be explained ; first , by supposing that dephlogisticated air contains a little nitrous acid which enters into it as one of its component parts , and that this acid , when the inflammable air is in a sufficient proportion , unites to the phlogiston , and is turned into phlogisticated air , but does not when the inflammable air is in too small a proportion ; and , secondly , by supposing that there is no nitrous acid mixed with , or entering into the composition of , dephlogisticated air , but that , when this air is in a sufficient proportion , part of the phlogisticated air with which it is debased is , by the strong affinity of phlogiston to dephlogisticated air , deprived of its phlogiston and turned into nitrous acid ; whereas , when the dephlogisticated air is not more than sufficient to consume the inflammable air , none then remains to deprive the phlogisticated air of its phlogiston , and turn it into acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	proportion/N	This being premised , there seem two ways by which the phenomenon of the acid found in the condensed liquor may be explained ; first , by supposing that dephlogisticated air contains a little nitrous acid which enters into it as one of its component parts , and that this acid , when the inflammable air is in a sufficient proportion , unites to the phlogiston , and is turned into phlogisticated air , but does not when the inflammable air is in too small a proportion ; and , secondly , by supposing that there is no nitrous acid mixed with , or entering into the composition of , dephlogisticated air , but that , when this air is in a sufficient proportion , part of the phlogisticated air with which it is debased is , by the strong affinity of phlogiston to dephlogisticated air , deprived of its phlogiston and turned into nitrous acid ; whereas , when the dephlogisticated air is not more than sufficient to consume the inflammable air , none then remains to deprive the phlogisticated air of its phlogiston , and turn it into acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	small/A	This being premised , there seem two ways by which the phenomenon of the acid found in the condensed liquor may be explained ; first , by supposing that dephlogisticated air contains a little nitrous acid which enters into it as one of its component parts , and that this acid , when the inflammable air is in a sufficient proportion , unites to the phlogiston , and is turned into phlogisticated air , but does not when the inflammable air is in too small a proportion ; and , secondly , by supposing that there is no nitrous acid mixed with , or entering into the composition of , dephlogisticated air , but that , when this air is in a sufficient proportion , part of the phlogisticated air with which it is debased is , by the strong affinity of phlogiston to dephlogisticated air , deprived of its phlogiston and turned into nitrous acid ; whereas , when the dephlogisticated air is not more than sufficient to consume the inflammable air , none then remains to deprive the phlogisticated air of its phlogiston , and turn it into acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	proportion/N	This being premised , there seem two ways by which the phenomenon of the acid found in the condensed liquor may be explained ; first , by supposing that dephlogisticated air contains a little nitrous acid which enters into it as one of its component parts , and that this acid , when the inflammable air is in a sufficient proportion , unites to the phlogiston , and is turned into phlogisticated air , but does not when the inflammable air is in too small a proportion ; and , secondly , by supposing that there is no nitrous acid mixed with , or entering into the composition of , dephlogisticated air , but that , when this air is in a sufficient proportion , part of the phlogisticated air with which it is debased is , by the strong affinity of phlogiston to dephlogisticated air , deprived of its phlogiston and turned into nitrous acid ; whereas , when the dephlogisticated air is not more than sufficient to consume the inflammable air , none then remains to deprive the phlogisticated air of its phlogiston , and turn it into acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	more/A	This being premised , there seem two ways by which the phenomenon of the acid found in the condensed liquor may be explained ; first , by supposing that dephlogisticated air contains a little nitrous acid which enters into it as one of its component parts , and that this acid , when the inflammable air is in a sufficient proportion , unites to the phlogiston , and is turned into phlogisticated air , but does not when the inflammable air is in too small a proportion ; and , secondly , by supposing that there is no nitrous acid mixed with , or entering into the composition of , dephlogisticated air , but that , when this air is in a sufficient proportion , part of the phlogisticated air with which it is debased is , by the strong affinity of phlogiston to dephlogisticated air , deprived of its phlogiston and turned into nitrous acid ; whereas , when the dephlogisticated air is not more than sufficient to consume the inflammable air , none then remains to deprive the phlogisticated air of its phlogiston , and turn it into acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	nothing/P	If the latter explanation be true , I think , we must allow that dephlogisticated air is in reality nothing but dephlogisticated water , or water deprived of its phlogiston ; or , in other words , that water consists of dephlogisticated air united to phlogiston ; and that inflammable air is either pure phlogiston , as Dr. PRIESTLEY and Mr. KIRWAN suppose , or else water united to phlogiston * ; since , according to this supposition , these two substances united together form pure water .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogiston/N	If the latter explanation be true , I think , we must allow that dephlogisticated air is in reality nothing but dephlogisticated water , or water deprived of its phlogiston ; or , in other words , that water consists of dephlogisticated air united to phlogiston ; and that inflammable air is either pure phlogiston , as Dr. PRIESTLEY and Mr. KIRWAN suppose , or else water united to phlogiston * ; since , according to this supposition , these two substances united together form pure water .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	consist/V	On the other hand , if the first explanation be true , we must suppose that dephlogisticated air consists of water united to a little nitrous acid and deprived of its phlogiston ; but still the nitrous acid in it must make only a very small part of the whole , * Either of these suppositions will agree equally well with the following experiments ; but the latter seems to me much the most likely .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	absorb/V	What principally makes me think so is , that common or dephlogisticated air do not absorb phlogiston from inflammable air , unless assisted by a red heat , whereas they absorb the phlogiston of nitrous air , liver of sulphur , and many other substances , without that assistance ; and it seems inexplicable , that they should refuse to unite to pure phlogiston , when they are able to extract it from substances to which it has an affinity ; that is , that they should overcome the affinity of phlogiston to other substances , and extract it from them , when they will not even unite to it when presented to them .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	small/A	I am not sufficiently acquinted with the circumstances of that experiment to argue with certainty about it ; but I think it much more likely , that the inflammable air was formed by the union of the phlogiston of the iron filings with the water dispersed among them , or contained in the retort or other vessel in which it was heated ; and in all probability this was the cause of the separation of the phlogiston , as iron seems not disposed to part with its phlogiston by heat alone , without being assisted by the air or some other substance . as it is found , that the phlogisticated air , which it is converted into , is very small in comparison of the dephlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	I think the second of these explnations seems much the most likely ; as it was found , that the acid in the condensed liquor was of the nitrous kind , not only when the dephlogisticated air was prepared from red precipitate , but also when it was procured from plants or from turbith mineral : and it seeems not likely , that air procured from plants , and still less likely that air procured from a solution of mercury in oil of vitriol , should contain any nitrous acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	I think the second of these explnations seems much the most likely ; as it was found , that the acid in the condensed liquor was of the nitrous kind , not only when the dephlogisticated air was prepared from red precipitate , but also when it was procured from plants or from turbith mineral : and it seeems not likely , that air procured from plants , and still less likely that air procured from a solution of mercury in oil of vitriol , should contain any nitrous acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	yield/V	Another strong argument in favour of this opinion is , that dephlogisticated air yields no nitrous acid when phlogisticated by liver of sulphur ; for if this air contains nitrous acid , and yields it when phlogisticated by explosion with inflammable air , it is very extraordinary that it should not do so when phlogisticated by other means .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	Another strong argument in favour of this opinion is , that dephlogisticated air yields no nitrous acid when phlogisticated by liver of sulphur ; for if this air contains nitrous acid , and yields it when phlogisticated by explosion with inflammable air , it is very extraordinary that it should not do so when phlogisticated by other means .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	pure/A	But what forms a stronger and , I think , almost decisive argument in favour of this explanation is , that when the dephlogisticated air is very pure , the condensed liquor is made much more strongly acid by mixing the air to be exploded with a little phlogisticated air , as appears by the following experiments .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	It must be observed , that all circumstances were the same in these two experiments , except that in the latter the air to be exploded was mixed with some phlogisticated air , and that in consequence the burnt air was more phlogisticated than in the former ; and from what has been before said , it appears , that this latter circumstance ought rather to have made the condensed liquor less acid ; and yet it was found to be much more so , which shows strongly that it was the phlogisticated air which furnished the acid .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	free/A	In the first of these two experiments , in order that the air to be exploded should be as free as possible from common air , the globe was first filled with a mixture of dephlogisticated and inflammable air , it was then exhausted , and the air to be exploded let in ; by which means , though the globe was not perfectly exhausted , very little common air could be left in it .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	let/V	In the first of these two experiments , in order that the air to be exploded should be as free as possible from common air , the globe was first filled with a mixture of dephlogisticated and inflammable air , it was then exhausted , and the air to be exploded let in ; by which means , though the globe was not perfectly exhausted , very little common air could be left in it .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	water/N	From what has been said there seems the utmost reason to think , that dephlogisticated air is only water deprived of its phlogiston , and that inflammable air , as was before said , is either phlogisticated water , or else pure phlogiston ; but in all probability the former .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	water/N	From what has been said there seems the utmost reason to think , that dephlogisticated air is only water deprived of its phlogiston , and that inflammable air , as was before said , is either phlogisticated water , or else pure phlogiston ; but in all probability the former .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	substance/N	There is the utmost reason to think , that dephlogisticated and phlogisticated air , as M. LAVOISIER and SCHEELE suppose , are quite distinct substances , and not differing only in their degree of phlogistication ; and that common air is a mixture of the two ; for if the dephlogisticated air is pretty pure , almost the whole of it loses its elasticity by phlogistication , and , as appears by the foregoing experiments , is turned into water , instead of being converted into phlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	mixture/N	There is the utmost reason to think , that dephlogisticated and phlogisticated air , as M. LAVOISIER and SCHEELE suppose , are quite distinct substances , and not differing only in their degree of phlogistication ; and that common air is a mixture of the two ; for if the dephlogisticated air is pretty pure , almost the whole of it loses its elasticity by phlogistication , and , as appears by the foregoing experiments , is turned into water , instead of being converted into phlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	pure/A	There is the utmost reason to think , that dephlogisticated and phlogisticated air , as M. LAVOISIER and SCHEELE suppose , are quite distinct substances , and not differing only in their degree of phlogistication ; and that common air is a mixture of the two ; for if the dephlogisticated air is pretty pure , almost the whole of it loses its elasticity by phlogistication , and , as appears by the foregoing experiments , is turned into water , instead of being converted into phlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	contain/V	It was just said , that some dephlogisticated air was reduced by liver of sulphur to 1 / 3 0th of its original bulk ; the standard of this air was 4,8 , and consequently the standard of perfectly pure dephlogisticated air should be very nearly 5 , which is a confirmation of the foregoing opinion ; for if the standard of pure dephlogisticated air is 5 , common air must , according to this opinion , contain one - fifth of it , and therefore ought to lose one - fifth of its bulk by phlogistication , which is what it is actually found to lose .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	rise/V	In procuring dephlogisticated air from nitre , the acid acts in a different manner , as , upon heating the nitre red - hot , the dephlogisticated air rises mixed with a little nitrous acid , and at the same time the acid remaining in the nitre becomes very much phlogisticated ; which shows that the acid absorbs phlogiston from the water in the nitre , and becomes phlogisticated , while the water is thereby turned into dephlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	pure/A	It has been remarked , that the dephlogisticated air procured from nitre is less pure , than that from red precipitate and many other substances , which may perhaps proceed from unglazed earthen retorts having been commonly used for this purpose , and which , conformably to Dr. PRIESTLEY 'S discovery , may possibly absorb some common air from without , and emit it along with the dephlogisticated air ; but if it should be found that the dephlogisticated air procured from nitre in glass or glazed earthen vessels is also impure , it would seem to show that part weight of the dephlogisticated air , supposing it 800 times lighter than water , is one tenth of that of the nitre .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	impure/A	It has been remarked , that the dephlogisticated air procured from nitre is less pure , than that from red precipitate and many other substances , which may perhaps proceed from unglazed earthen retorts having been commonly used for this purpose , and which , conformably to Dr. PRIESTLEY 'S discovery , may possibly absorb some common air from without , and emit it along with the dephlogisticated air ; but if it should be found that the dephlogisticated air procured from nitre in glass or glazed earthen vessels is also impure , it would seem to show that part weight of the dephlogisticated air , supposing it 800 times lighter than water , is one tenth of that of the nitre .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	come/V	From what has been said it appears , that there is a considerable difference in the manner in which the acid acts in the production of dephlogisticated air from red precipitate and from nitre ; in the former case of acid comes over first , leaving the remaining substance deprived of part of its phlogiston ; in the latter the dephlogisticated air comes first , leaving the acid loaded with the phlogiston of the water from which it was formed .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	come/V	Accordingly on urging this white mass with a more violent heat , the dephlogisticated air comes over , and at the same time part of the quicksilver rises in its metallic form , and also part of the white mass , united in all probability to a greater proportion of acid than before , sublimes ; so that the rationale of the production of dephlogisticated air from turbith mineral , and from red precipitate , are nearly similar .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	or if the bottle is quite full of the tincture , or if the air in it is phlogisticated ; whence it is natural to conclude , that the light enables the dephlogisticated part of the air to absorb phlogiston from the tincture ; and this appears to be really the case , as I find that the air in the bottle is considerably phlogisticated thereby .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	phlogisticated/A	or if the bottle is quite full of the tincture , or if the air in it is phlogisticated ; whence it is natural to conclude , that the light enables the dephlogisticated part of the air to absorb phlogiston from the tincture ; and this appears to be really the case , as I find that the air in the bottle is considerably phlogisticated thereby .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	become/V	Dephlogisticated spirit of nitre also acquires a yellow colour , and becomes phlogisticated , by exposure to the sun 's rays * ; and I find on trial that the air in the bottle in which it is contained becomes dephlogisticated , or , in other words , receives an increase of dephlogisticated air , which shows that the change in the acid is not owing to the sun 's rays communicating phlogiston to it , but to their enabling it to absorb phlogiston from the water contained in it , and thereby to produce dephlogisticated air .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	part/N	Mr. SENEBIER finds , that plants yield much more dephlogisticated air in distilled water impregnated with fixed air , than in plain distilled water , which is perfectly conformable to the abovementioned hypothesis ; for as fixed air is a principal constituent part of vegetable substances , it is reasonable to suppose that the work of vegetation will go on better in water containing this substance , than in other water .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	combination/N	According to this hypothesis , we must suppose , that water consists of inflammable air united to dephlogisticated air ; that nitrous air , vitriolic acid air , and the phosphoric acid , are also combinations of phlogisticated air , sulphur , and phosphorus , with dephlogisticated air ; and that the two former , by a further addition of the same substance , are reduced to the common nitrous and vitriolic acids ; that the metallic calces consist of the metals themselves united to the same substance , commonly , however , with a mixture of fixed air ; that on exposing the calces of the perfect metals to a sufficient heat , all the dephlogisticated air is driven off , and the calces are restored to their metallic form ; but as the calces of the imperfect metals are vitrified by heat , instead of recovering the metallic form , it should seem as if all the dephlogisticated air could not be driven off from them by heat alone .
Royal_Society_Corpus_open_v6.0_text_106582_1784.txt	pa_nsubj	principle/N	Another thing which Mr. LAVOISIER endeavours to prove is , that dephlogisticated air is the acidifying principle .
