sent_num	file	path	ctx_nodes	sentence
148	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	Of the more modern physiologists , some have thought that the air itself is taken into the lungs ; others , that it is only something extracted from the air , as the more subtle parts of that fluid , an ether , or aerial nitre ; while others suppose it to be the air itself , but dissolved in water , and therefore in an unelastic state , ibid .
148	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	extract/V	Of the more modern physiologists , some have thought that the air itself is taken into the lungs ; others , that it is only something extracted from the air , as the more subtle parts of that fluid , an ether , or aerial nitre ; while others suppose it to be the air itself , but dissolved in water , and therefore in an unelastic state , ibid .
149	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	from/A	Others say , that the air itself is not admitted into the blood , but only some active , spirituous , and ethereal particles ; that this vital spirit passes from the lungs to the heart and arteries , and at length becomes the animal spirits , which are by this means generated from the air , p. 333 .
149	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	Others say , that the air itself is not admitted into the blood , but only some active , spirituous , and ethereal particles ; that this vital spirit passes from the lungs to the heart and arteries , and at length becomes the animal spirits , which are by this means generated from the air , p. 333 .
149	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	generate/V	Others say , that the air itself is not admitted into the blood , but only some active , spirituous , and ethereal particles ; that this vital spirit passes from the lungs to the heart and arteries , and at length becomes the animal spirits , which are by this means generated from the air , p. 333 .
150	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	from/A	Others , who do not admit that the animal spirits are derived from the air , still say that some other vital principle comes from thence .
150	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	Others , who do not admit that the animal spirits are derived from the air , still say that some other vital principle comes from thence .
150	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	derive/V	Others , who do not admit that the animal spirits are derived from the air , still say that some other vital principle comes from thence .
151	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	from/A	They who suppose that nitre is taken from the air into the blood , ascribe to that principle its fermentation , its heat , and its density , p. 334 .
151	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	They who suppose that nitre is taken from the air into the blood , ascribe to that principle its fermentation , its heat , and its density , p. 334 .
151	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	take/V	They who suppose that nitre is taken from the air into the blood , ascribe to that principle its fermentation , its heat , and its density , p. 334 .
152	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	from/A	The red colour of the blood has been thought by some to be caused by this attrition in the lungs ; but LOWER refuted this notion , chiefly by observing , that the attrition of the blood is greater in the muscles , from which , however , it always returns black , Ibid. vol. I. p. 74 . Dr. WHYTT thought there was something of a vital and stimulating nature derived from the air into the blood , by means of which it made the heart to contract , HALLER , vol.
152	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	The red colour of the blood has been thought by some to be caused by this attrition in the lungs ; but LOWER refuted this notion , chiefly by observing , that the attrition of the blood is greater in the muscles , from which , however , it always returns black , Ibid. vol. I. p. 74 . Dr. WHYTT thought there was something of a vital and stimulating nature derived from the air into the blood , by means of which it made the heart to contract , HALLER , vol.
152	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	derive/V	The red colour of the blood has been thought by some to be caused by this attrition in the lungs ; but LOWER refuted this notion , chiefly by observing , that the attrition of the blood is greater in the muscles , from which , however , it always returns black , Ibid. vol. I. p. 74 . Dr. WHYTT thought there was something of a vital and stimulating nature derived from the air into the blood , by means of which it made the heart to contract , HALLER , vol.
153	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	He found , that when he put a little oil upon a quantity of blood , it remained black throughout ; but that when he took away the red part , and exposed to the air the lower laminae , which were black , they also became successively red , till the whole mass acquired that colour , Misc . Taurin . vol. I. p. 73 . Also , at the request of M. CIGNA , Father BECCARIA tried what would be the effect of exposing blood in vacuo ; and he found , that in those circumstances , it always continued black ; but that , by exposing it again to the air , it became red , p. 68 .
153	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	He found , that when he put a little oil upon a quantity of blood , it remained black throughout ; but that when he took away the red part , and exposed to the air the lower laminae , which were black , they also became successively red , till the whole mass acquired that colour , Misc . Taurin . vol. I. p. 73 . Also , at the request of M. CIGNA , Father BECCARIA tried what would be the effect of exposing blood in vacuo ; and he found , that in those circumstances , it always continued black ; but that , by exposing it again to the air , it became red , p. 68 .
153	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	expose/V	He found , that when he put a little oil upon a quantity of blood , it remained black throughout ; but that when he took away the red part , and exposed to the air the lower laminae , which were black , they also became successively red , till the whole mass acquired that colour , Misc . Taurin . vol. I. p. 73 . Also , at the request of M. CIGNA , Father BECCARIA tried what would be the effect of exposing blood in vacuo ; and he found , that in those circumstances , it always continued black ; but that , by exposing it again to the air , it became red , p. 68 .
154	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	He found , that when he put a little oil upon a quantity of blood , it remained black throughout ; but that when he took away the red part , and exposed to the air the lower laminae , which were black , they also became successively red , till the whole mass acquired that colour , Misc . Taurin . vol. I. p. 73 . Also , at the request of M. CIGNA , Father BECCARIA tried what would be the effect of exposing blood in vacuo ; and he found , that in those circumstances , it always continued black ; but that , by exposing it again to the air , it became red , p. 68 .
154	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	He found , that when he put a little oil upon a quantity of blood , it remained black throughout ; but that when he took away the red part , and exposed to the air the lower laminae , which were black , they also became successively red , till the whole mass acquired that colour , Misc . Taurin . vol. I. p. 73 . Also , at the request of M. CIGNA , Father BECCARIA tried what would be the effect of exposing blood in vacuo ; and he found , that in those circumstances , it always continued black ; but that , by exposing it again to the air , it became red , p. 68 .
154	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	expose/V	He found , that when he put a little oil upon a quantity of blood , it remained black throughout ; but that when he took away the red part , and exposed to the air the lower laminae , which were black , they also became successively red , till the whole mass acquired that colour , Misc . Taurin . vol. I. p. 73 . Also , at the request of M. CIGNA , Father BECCARIA tried what would be the effect of exposing blood in vacuo ; and he found , that in those circumstances , it always continued black ; but that , by exposing it again to the air , it became red , p. 68 .
155	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	from/A	Since some of the neutral salts , and particularly nitre , has a similar effect on the colour of the blood ; some , says he , attribute this difference to the nitre absorbed from the air , while in the lungs .
155	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	Since some of the neutral salts , and particularly nitre , has a similar effect on the colour of the blood ; some , says he , attribute this difference to the nitre absorbed from the air , while in the lungs .
155	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	absorb/V	Since some of the neutral salts , and particularly nitre , has a similar effect on the colour of the blood ; some , says he , attribute this difference to the nitre absorbed from the air , while in the lungs .
156	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	Since , however , a solution of nitre does produce this effect upon blood , instantly making the very blackest of it of a beautiful florid red , though this effect is not peculiar to nitre ( for a solution of common salt does nearly the same thing ) I own I am inclined to ascribe this effect to the air ; especially since I have proved , as I apprehend , that atmospherical air consists of earth and spirit of nitre .
156	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	Since , however , a solution of nitre does produce this effect upon blood , instantly making the very blackest of it of a beautiful florid red , though this effect is not peculiar to nitre ( for a solution of common salt does nearly the same thing ) I own I am inclined to ascribe this effect to the air ; especially since I have proved , as I apprehend , that atmospherical air consists of earth and spirit of nitre .
156	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	ascribe/V	Since , however , a solution of nitre does produce this effect upon blood , instantly making the very blackest of it of a beautiful florid red , though this effect is not peculiar to nitre ( for a solution of common salt does nearly the same thing ) I own I am inclined to ascribe this effect to the air ; especially since I have proved , as I apprehend , that atmospherical air consists of earth and spirit of nitre .
157	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	In general , however , it can not be expected , that when blood has become black without having received phlogiston ab extra , it will recover its florid colour by being exposed to the air .
157	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	In general , however , it can not be expected , that when blood has become black without having received phlogiston ab extra , it will recover its florid colour by being exposed to the air .
157	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	expose/V	In general , however , it can not be expected , that when blood has become black without having received phlogiston ab extra , it will recover its florid colour by being exposed to the air .
158	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	Now since air is universally depraved by phlogiston , and in this sense , I believe , by nothing else , it is evident , that this black blood must have communicated phlogiston to the air ; and consequently its change of colour from black to a florid red must have been occasioned by the separation of phlogiston from it .
158	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	Now since air is universally depraved by phlogiston , and in this sense , I believe , by nothing else , it is evident , that this black blood must have communicated phlogiston to the air ; and consequently its change of colour from black to a florid red must have been occasioned by the separation of phlogiston from it .
158	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	communicate/V	Now since air is universally depraved by phlogiston , and in this sense , I believe , by nothing else , it is evident , that this black blood must have communicated phlogiston to the air ; and consequently its change of colour from black to a florid red must have been occasioned by the separation of phlogiston from it .
159	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	I observed also , that when I cut out a piece of the crassamentum , and left the remainder in the vessel with the serum , not only that part of the surface which was exposed to the air , but that which was surrounded with serum , and even covered with it to the depth of several inches , acquired the florid colour ; so that this deep covering of serum , which must have effectually prevented all evaporation , was no more an impediment to the mutual action of the blood and the air , than the bladder had been .
159	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	I observed also , that when I cut out a piece of the crassamentum , and left the remainder in the vessel with the serum , not only that part of the surface which was exposed to the air , but that which was surrounded with serum , and even covered with it to the depth of several inches , acquired the florid colour ; so that this deep covering of serum , which must have effectually prevented all evaporation , was no more an impediment to the mutual action of the blood and the air , than the bladder had been .
159	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	expose/V	I observed also , that when I cut out a piece of the crassamentum , and left the remainder in the vessel with the serum , not only that part of the surface which was exposed to the air , but that which was surrounded with serum , and even covered with it to the depth of several inches , acquired the florid colour ; so that this deep covering of serum , which must have effectually prevented all evaporation , was no more an impediment to the mutual action of the blood and the air , than the bladder had been .
160	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_case	to/A	To estimate the goodness of blood , according to this criterion , nothing is requisite but to observe the lightness of the colour , and the depth of the light - coloured stratum , after it has been exposed to the air for a given time .
160	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	chi_det	the/D	To estimate the goodness of blood , according to this criterion , nothing is requisite but to observe the lightness of the colour , and the depth of the light - coloured stratum , after it has been exposed to the air for a given time .
160	Royal_Society_Corpus_open_v6.0_text_106277_1776.txt	pa_obl	expose/V	To estimate the goodness of blood , according to this criterion , nothing is requisite but to observe the lightness of the colour , and the depth of the light - coloured stratum , after it has been exposed to the air for a given time .
161	Royal_Society_Corpus_open_v6.0_text_106276_1776.txt	chi_case	to/A	If I used a chain of the same kind , the wire of which , though pretty clean , was grown brown by being exposed to the air , the shock would not pass through a single interval , with the battery charged to about one - third or one - half its usual strength .
161	Royal_Society_Corpus_open_v6.0_text_106276_1776.txt	chi_det	the/D	If I used a chain of the same kind , the wire of which , though pretty clean , was grown brown by being exposed to the air , the shock would not pass through a single interval , with the battery charged to about one - third or one - half its usual strength .
161	Royal_Society_Corpus_open_v6.0_text_106276_1776.txt	pa_obl	expose/V	If I used a chain of the same kind , the wire of which , though pretty clean , was grown brown by being exposed to the air , the shock would not pass through a single interval , with the battery charged to about one - third or one - half its usual strength .
162	Royal_Society_Corpus_open_v6.0_text_106276_1776.txt	chi_case	through/A	Now if such a quantity of fluid was to be transferred at once from one side to the other , the force with which it would endeavour to escape would be extremely great , and sufficient to make it dart through the air to a great distance , unless there was something within it analogous to a very large battery .
162	Royal_Society_Corpus_open_v6.0_text_106276_1776.txt	chi_det	the/D	Now if such a quantity of fluid was to be transferred at once from one side to the other , the force with which it would endeavour to escape would be extremely great , and sufficient to make it dart through the air to a great distance , unless there was something within it analogous to a very large battery .
162	Royal_Society_Corpus_open_v6.0_text_106276_1776.txt	pa_obl	dart/V	Now if such a quantity of fluid was to be transferred at once from one side to the other , the force with which it would endeavour to escape would be extremely great , and sufficient to make it dart through the air to a great distance , unless there was something within it analogous to a very large battery .
163	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	chi_case	with/A	A fourth time I impregnated with this air a quantity of common water , which absorbed its own bulk of it , and became by these means acidulous , exactly like water with the purest fixed air .
163	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	chi_det	this/D	A fourth time I impregnated with this air a quantity of common water , which absorbed its own bulk of it , and became by these means acidulous , exactly like water with the purest fixed air .
163	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	pa_obl	impregnate/V	A fourth time I impregnated with this air a quantity of common water , which absorbed its own bulk of it , and became by these means acidulous , exactly like water with the purest fixed air .
164	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	chi_case	in/A	Another time a light was successively extinguished , and a bird died instantly in this air .
164	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	chi_det	this/D	Another time a light was successively extinguished , and a bird died instantly in this air .
164	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	pa_obl	die/V	Another time a light was successively extinguished , and a bird died instantly in this air .
165	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	chi_case	with/A	On the contrary , I have found , that the vapours arising from lime slacked in water , either do not alter the air at all , or very little ; though when breathed with the air they occasion the death of animals .
165	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	chi_det	the/D	On the contrary , I have found , that the vapours arising from lime slacked in water , either do not alter the air at all , or very little ; though when breathed with the air they occasion the death of animals .
165	Royal_Society_Corpus_open_v6.0_text_106429_1779.txt	pa_obl	breathe/V	On the contrary , I have found , that the vapours arising from lime slacked in water , either do not alter the air at all , or very little ; though when breathed with the air they occasion the death of animals .
166	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_case	to/A	If the experiment was tried in the deep pot with such a quantity of water in it that the surface was at least 14 or 15 inches below the top of the pot , so that though the vessel was open , yet the water was not much exposed to the air , its heat then seemed scarcely less than when boiled in closed vessels .
166	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_det	the/D	If the experiment was tried in the deep pot with such a quantity of water in it that the surface was at least 14 or 15 inches below the top of the pot , so that though the vessel was open , yet the water was not much exposed to the air , its heat then seemed scarcely less than when boiled in closed vessels .
166	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	pa_obl	expose/V	If the experiment was tried in the deep pot with such a quantity of water in it that the surface was at least 14 or 15 inches below the top of the pot , so that though the vessel was open , yet the water was not much exposed to the air , its heat then seemed scarcely less than when boiled in closed vessels .
167	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_case	than/A	In making experiments with thermometers , it evidently is equally necessary that the quicksilver in the tube should be of the same heat as that in the ball , as it is in adjusting the boiling point : for this reason , in trying the heat of liquors much hotter or colder than the air , the thermometer ought , if possible , to be immersed as far as to the top of the column of quicksilver in the tube .
167	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_det	the/D	In making experiments with thermometers , it evidently is equally necessary that the quicksilver in the tube should be of the same heat as that in the ball , as it is in adjusting the boiling point : for this reason , in trying the heat of liquors much hotter or colder than the air , the thermometer ought , if possible , to be immersed as far as to the top of the column of quicksilver in the tube .
167	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	pa_obl	cold/A	In making experiments with thermometers , it evidently is equally necessary that the quicksilver in the tube should be of the same heat as that in the ball , as it is in adjusting the boiling point : for this reason , in trying the heat of liquors much hotter or colder than the air , the thermometer ought , if possible , to be immersed as far as to the top of the column of quicksilver in the tube .
168	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_case	than/A	If the tube was held inclined to the horizon , in an angle of about 300 , with the bottom of the column of quicksilver reaching not more than three quarters of an inch within the circumference of the pot , so that the column of quicksilver was as little heated by the steam as could easily be done , it was from 30 to 70 hotter than the air .
168	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_det	the/D	If the tube was held inclined to the horizon , in an angle of about 300 , with the bottom of the column of quicksilver reaching not more than three quarters of an inch within the circumference of the pot , so that the column of quicksilver was as little heated by the steam as could easily be done , it was from 30 to 70 hotter than the air .
168	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	pa_obl	hot/A	If the tube was held inclined to the horizon , in an angle of about 300 , with the bottom of the column of quicksilver reaching not more than three quarters of an inch within the circumference of the pot , so that the column of quicksilver was as little heated by the steam as could easily be done , it was from 30 to 70 hotter than the air .
169	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_case	than/A	When a shorter tube of the same kind , in which the column of quicksilver was seven inches , was used , the quicksilver was from 62 to 440 hotter than the air , when held perpendicularly , and from 49 to 360 hotter when held inclined .
169	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_det	the/D	When a shorter tube of the same kind , in which the column of quicksilver was seven inches , was used , the quicksilver was from 62 to 440 hotter than the air , when held perpendicularly , and from 49 to 360 hotter when held inclined .
169	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	pa_obl	hot/A	When a shorter tube of the same kind , in which the column of quicksilver was seven inches , was used , the quicksilver was from 62 to 440 hotter than the air , when held perpendicularly , and from 49 to 360 hotter when held inclined .
170	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_case	than/A	It was in general heated over a portable black lead furnace placed in the middle of the room ; but it was once heated over an ordinary chasing - dish , when the quicksilver in the long tube , held perpendicularly , was found to be 640 hotter than the air , When the experiments were tried without doors , the heat of the quicksilver in the tube would vary very much , according as the wind blew the steam and hot air from or towards the tube , but it sometimes rose as high as it did within doors .
170	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_det	the/D	It was in general heated over a portable black lead furnace placed in the middle of the room ; but it was once heated over an ordinary chasing - dish , when the quicksilver in the long tube , held perpendicularly , was found to be 640 hotter than the air , When the experiments were tried without doors , the heat of the quicksilver in the tube would vary very much , according as the wind blew the steam and hot air from or towards the tube , but it sometimes rose as high as it did within doors .
170	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	pa_obl	hot/A	It was in general heated over a portable black lead furnace placed in the middle of the room ; but it was once heated over an ordinary chasing - dish , when the quicksilver in the long tube , held perpendicularly , was found to be 640 hotter than the air , When the experiments were tried without doors , the heat of the quicksilver in the tube would vary very much , according as the wind blew the steam and hot air from or towards the tube , but it sometimes rose as high as it did within doors .
171	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_case	in/A	To avoid the inconvenience of this correction , perhaps it may be thought , that both in adjusting the boiling point and in trying the heat of liquors , it would be better that not much more than the ball of the thermometer should be immersed , and that the tube should be held inclined in such manner as to be heated as little as possible ; as it may be said , that by this means you will find the heat of liquors pretty nearly , without the trouble of making any correction ; and that , though in strictness a correction would be required in observing the heat of the air with where between B and A as at E , and cut off there ; after which it must be held with the end D upwards , so as to make the column of quicksilver run to the extremity E : by this method of filling it is plain , that no sensible quantity of air can be left between E and the column of quicksilver ; but yet the quicksilver will be apt not to run sufficiently close to the extremity E , as the weight of the column will be scarcely sufficient to force it into the narrow space which will commonly be left in sealing the tube , especially when held nearly horizontal : for this reason it will be proper to open the tube at D , so as to let in the air , and then seal it again .
171	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	chi_det	the/D	To avoid the inconvenience of this correction , perhaps it may be thought , that both in adjusting the boiling point and in trying the heat of liquors , it would be better that not much more than the ball of the thermometer should be immersed , and that the tube should be held inclined in such manner as to be heated as little as possible ; as it may be said , that by this means you will find the heat of liquors pretty nearly , without the trouble of making any correction ; and that , though in strictness a correction would be required in observing the heat of the air with where between B and A as at E , and cut off there ; after which it must be held with the end D upwards , so as to make the column of quicksilver run to the extremity E : by this method of filling it is plain , that no sensible quantity of air can be left between E and the column of quicksilver ; but yet the quicksilver will be apt not to run sufficiently close to the extremity E , as the weight of the column will be scarcely sufficient to force it into the narrow space which will commonly be left in sealing the tube , especially when held nearly horizontal : for this reason it will be proper to open the tube at D , so as to let in the air , and then seal it again .
171	Royal_Society_Corpus_open_v6.0_text_106261_1777.txt	pa_obl	let/V	To avoid the inconvenience of this correction , perhaps it may be thought , that both in adjusting the boiling point and in trying the heat of liquors , it would be better that not much more than the ball of the thermometer should be immersed , and that the tube should be held inclined in such manner as to be heated as little as possible ; as it may be said , that by this means you will find the heat of liquors pretty nearly , without the trouble of making any correction ; and that , though in strictness a correction would be required in observing the heat of the air with where between B and A as at E , and cut off there ; after which it must be held with the end D upwards , so as to make the column of quicksilver run to the extremity E : by this method of filling it is plain , that no sensible quantity of air can be left between E and the column of quicksilver ; but yet the quicksilver will be apt not to run sufficiently close to the extremity E , as the weight of the column will be scarcely sufficient to force it into the narrow space which will commonly be left in sealing the tube , especially when held nearly horizontal : for this reason it will be proper to open the tube at D , so as to let in the air , and then seal it again .
172	Royal_Society_Corpus_open_v6.0_text_106435_1779.txt	chi_case	in/A	Thus this needle , losing nothing of its polarity , lost very near the whole of the resistance of its weight , and at the same time that quivering motion and restlessness , which it had in the air , moving smoothly in a medium , which could only obstruct its too great vibrations ( almost in the same way as astronomers stop the vibrations of their plumb line by hanging the weight in water or oil ) without obstructing ( but retarding only ) its tendency to the magnetic meridian , liquids pressing equally on all sides .
172	Royal_Society_Corpus_open_v6.0_text_106435_1779.txt	chi_det	the/D	Thus this needle , losing nothing of its polarity , lost very near the whole of the resistance of its weight , and at the same time that quivering motion and restlessness , which it had in the air , moving smoothly in a medium , which could only obstruct its too great vibrations ( almost in the same way as astronomers stop the vibrations of their plumb line by hanging the weight in water or oil ) without obstructing ( but retarding only ) its tendency to the magnetic meridian , liquids pressing equally on all sides .
172	Royal_Society_Corpus_open_v6.0_text_106435_1779.txt	pa_obl	have/V	Thus this needle , losing nothing of its polarity , lost very near the whole of the resistance of its weight , and at the same time that quivering motion and restlessness , which it had in the air , moving smoothly in a medium , which could only obstruct its too great vibrations ( almost in the same way as astronomers stop the vibrations of their plumb line by hanging the weight in water or oil ) without obstructing ( but retarding only ) its tendency to the magnetic meridian , liquids pressing equally on all sides .
173	Royal_Society_Corpus_open_v6.0_text_106193_1775.txt	chi_case	in/A	To reason physically upon this process of making ice , it may be said , that had the thermometer been suspended in the air , free from every other body capable of communicating heat , in some parts of the night during the cold months of December , January , and February , the quicksilver might have descended to the freezing point , and that water , being artfully placed in a similar situation , contained in thin porous pans , and supported by a substance little capable of communicating heat from the earth , might also freeze , and continue in a state of congelation till the heat of the morning came on .
173	Royal_Society_Corpus_open_v6.0_text_106193_1775.txt	chi_det	the/D	To reason physically upon this process of making ice , it may be said , that had the thermometer been suspended in the air , free from every other body capable of communicating heat , in some parts of the night during the cold months of December , January , and February , the quicksilver might have descended to the freezing point , and that water , being artfully placed in a similar situation , contained in thin porous pans , and supported by a substance little capable of communicating heat from the earth , might also freeze , and continue in a state of congelation till the heat of the morning came on .
173	Royal_Society_Corpus_open_v6.0_text_106193_1775.txt	pa_obl	suspend/V	To reason physically upon this process of making ice , it may be said , that had the thermometer been suspended in the air , free from every other body capable of communicating heat , in some parts of the night during the cold months of December , January , and February , the quicksilver might have descended to the freezing point , and that water , being artfully placed in a similar situation , contained in thin porous pans , and supported by a substance little capable of communicating heat from the earth , might also freeze , and continue in a state of congelation till the heat of the morning came on .
174	Royal_Society_Corpus_open_v6.0_text_106193_1775.txt	chi_case	to/A	From these circumstances it appears , that water , by being placed in a situation free from receiving heat from other bodies , and exposed in large surfaces to the air , may be brought to freeze when the temperature of the atmosphere is some degrees above the freezing point on the scale of FAHRENHEIT 'S thermometer ; and by being collected and amassed into a large body , is thus preserved , and rendered fit for freezing other - fluids , during the severe heats of the summer season .
174	Royal_Society_Corpus_open_v6.0_text_106193_1775.txt	chi_det	the/D	From these circumstances it appears , that water , by being placed in a situation free from receiving heat from other bodies , and exposed in large surfaces to the air , may be brought to freeze when the temperature of the atmosphere is some degrees above the freezing point on the scale of FAHRENHEIT 'S thermometer ; and by being collected and amassed into a large body , is thus preserved , and rendered fit for freezing other - fluids , during the severe heats of the summer season .
174	Royal_Society_Corpus_open_v6.0_text_106193_1775.txt	pa_obl	expose/V	From these circumstances it appears , that water , by being placed in a situation free from receiving heat from other bodies , and exposed in large surfaces to the air , may be brought to freeze when the temperature of the atmosphere is some degrees above the freezing point on the scale of FAHRENHEIT 'S thermometer ; and by being collected and amassed into a large body , is thus preserved , and rendered fit for freezing other - fluids , during the severe heats of the summer season .
175	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	chi_case	in/A	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
175	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	chi_det	the/D	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
175	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	pa_obl	let/V	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
176	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	chi_case	as/A	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
176	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	chi_det	the/D	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
176	Royal_Society_Corpus_open_v6.0_text_106256_1777.txt	pa_obl	subtle/A	The degree to which I have been able to rarify the air in an experiment , has generally been about 1000 times , when the pump is put clean together ; but the moisture that adheres to the inside of the barrel as well as other internal parts , upon letting in the air , is in the same succeeding trials worked together with the oil , which soon renders it so clammy as to obstruct the actions of the pump upon a fluid so subtle as the air when so much expanded ; but in this case it seldom fails to act upon the air in the receiver till it is expanded 500 times . ' ' Thus far Mr. SMEATON 'S account .
